study_accession	has_paper	host_ena_referenced	host_ena_value	host_title_referenced	host_title_value	host_abstract_referenced	host_abstract_value	is_model_organism	model_organism_disease	human_by_biome_label	host_source_summary	host_source_note	sample_host_pattern	n_host_populated	biome_labels
PRJNA1088536	True	True	Bos taurus	True	gestating cow and neonatal calf	True	gestating cow and neonatal calf	False		False	ENA + paper	Fecal samples were collected from gestating cows at enrollment and calving, and from neonatal calves for 16S rRNA and shotgun metagenomic sequencing.	UNIFORM	112	gut metagenome
PRJNA1088789	True	True	Elaphe taeniura	True	four snake species	True	Jerdon's pitviper (Protobothrops jerdonii); Black-browed ratsnake (Elaphe taeniura); Chinese slug-eating snake (Pareas chinensis); Chiwen keelback (Rhabdophis chiwen)	False		False	ENA + paper	Gut microbiota samples were sequenced directly from four wild or captive snake species with different dietary preferences.	DIVERSE	12	Akkermansia sp. CAG 344; Cetobacterium somerae; Citrobacter; Fusobacterium varium; Hungatella hathewayi; Lizard atadenovirus A; Ovine atadenovirus D; Parabacteroides; Romboutsia; Romboutsia weinsteinii; Salmonella enterica
PRJNA1090271	True	False		True	human	True	human	False		True	human-by-biome-label	Sequenced samples came from stool of melioidosis patients and community controls in India.	NO_HOST_DATA	0	human gut metagenome
PRJNA1090561	False	True	Salmo salar	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM_WITH_GAPS	9	fish gut metagenome; freshwater metagenome
PRJNA1091038	True	True	Dama dama	True	European fallow deer	True	European fallow deer	False		False	ENA + paper	The sequenced samples came from intestinal content and fecal samples of European fallow deer exposed to mycotoxins and glyphosate residues.	UNIFORM	15	metagenome
PRJNA1092107	False	True	Bos taurus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	DIVERSE	10	
PRJNA1092431	True	True	Mus musculus	True	mouse	True	mouse	False		False	ENA + paper	Gut microbiome samples were sequenced from mice fed control or propionic acid-rich diets.	UNIFORM	53	
PRJNA1092791	True	True	Mus musculus	True	mouse (model of colitis)	True	mouse (model of colitis)	True	colitis	False	ENA + paper	[model of colitis] Sequenced samples came from germ-free BALB/c mice colonized with microbiota from four donor species and challenged with DSS.	DIVERSE	41	gut metagenome
PRJNA1095217	False	True	Anas crecca	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	DIVERSE	2	feces metagenome
PRJNA1097789	True	True	Drosophila melanogaster	True	Drosophila melanogaster	True	Drosophila melanogaster	False		False	ENA + paper	Sequenced samples came from the gut of natural populations of Drosophila melanogaster flies.	UNIFORM	4	insect metagenome
PRJNA1098026	True	True	Mus musculus	True	mouse	True	mouse (model of microbiome dysbiosis)	True	microbiome dysbiosis	False	ENA + paper	[model of microbiome dysbiosis] Fecal samples were collected from C57Bl6 mouse offspring for metagenomic whole genome shotgun sequencing to assess microbial composition and diversity.	UNIFORM	21	mouse gut metagenome
PRJNA1099794	True	True	Gallus gallus	True	chicken	True	chicken	False		False	ENA + paper	Metagenomic samples came from chicken gut microbiota collected and analyzed from publicly available databases.	UNIFORM	56	chicken gut metagenome
PRJNA1102166	True	True	Coilia nasus	True	Coilia nasus	True	Coilia nasus	False		False	ENA + paper	Metagenomic and metabolomic analysis was performed on intestinal samples from Coilia nasus fish fed with probiotics added to diet or water.	UNIFORM	1	Coilia nasus
PRJNA1102860	True	True	Equus caballus	True	feral horses	True	feral horses	False		False	ENA + paper	Metagenomic sequencing was performed on 2394 fecal samples collected from 794 individual feral horses on Sable Island, Canada between 2013-2019.	UNIFORM	2778	
PRJNA1108401	False	False		False	N/A	False	N/A	False		False	unknown	no linked paper -- deposit-only study	NO_HOST_DATA	0	fish gut metagenome
PRJNA1108898	True	True	Trimeresurus stejnegeri	True	bamboo pitviper (Viridovipera stejnegeri)	True	bamboo pitviper (Viridovipera stejnegeri)	False		False	ENA + paper	Metagenomic sequenced samples came from fecal samples collected from three wild populations of bamboo pitviper.	UNIFORM	1	snake metagenome
PRJNA1108923	True	True	Trimeresurus stejnegeri	True	Bamboo pitviper (Viridovipera stejnegeri)	True	Bamboo pitviper (Viridovipera stejnegeri)	False		False	ENA + paper	Metagenomic sequencing was performed on fecal samples collected from three wild populations of bamboo pitviper.	UNIFORM	13	snake metagenome
PRJNA1108955	True	True	Lycodon rufozonatus	True	wild snakes	True	wild snakes	False		False	ENA + paper	Fecal metagenomic samples were collected from 73 wild snake individuals representing 23 species from China.	DIVERSE	21	snake metagenome
PRJNA1110045	False	True	Sus scrofa	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	1	pig gut metagenome
PRJNA1110616	True	True	Larimichthys crocea	True	large yellow croaker	True	large yellow croaker (Larimichthys crocea)	False		False	ENA + paper	Metagenomics, transcriptomics, and metabolomics sequencing was performed on intestinal samples from large yellow croaker to analyze gut microbiota and its relationship with growth performance.	UNIFORM	24	fish gut metagenome
PRJNA1112422	False	True	Sus scrofa domesticus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	6	pig gut metagenome
PRJNA1116530	True	True	Bacillota	True	Dezhou donkeys	True	Dezhou donkeys	False		False	ENA + paper	Metagenomic sequencing was performed on cecal samples collected from 15 Dezhou donkeys divided into three feeding treatment groups.	DIVERSE	15	Bacillota; Bacteroidota bacterium; Pseudomonadota
PRJNA1116578	True	True	Mice	True	mouse (model of Alzheimer's disease)	True	mouse (model of Alzheimer's disease)	True	Alzheimer's disease	False	ENA + paper	[model of Alzheimer's disease] Metagenomic sequencing was performed on fecal samples collected longitudinally from AD mice and healthy control mice.	UNIFORM	96	
PRJNA1119029	True	True	Homo sapiens	False		False		False		False	ENA only	Sequenced samples came from a defined gut microbial community (hCom2) in both in vitro culture and in vivo (animal host unspecified in abstract) metagenomic samples.	UNIFORM_WITH_GAPS	118	Acidaminococcus fermentans; Acidaminococcus intestini; Adlercreutzia equolifaciens; Agathobacter rectalis; Akkermansia muciniphila; Alistipes finegoldii; Alistipes indistinctus; Alistipes onderdonkii; Alistipes putredinis; Alistipes shahii; Allocoprococcus comes; Anaerostipes caccae; Anaerotruncus colihominis; Bacteroides caccae; Bacteroides cellulosilyticus; Bacteroides eggerthii; Bacteroides finegoldii; Bacteroides fragilis; Bacteroides intestinalis; Bacteroides ovatus
PRJNA1119043	True	True	Cow	True	donkeys and cows	True	donkeys and cows	False		False	ENA + paper	Metagenomic sequencing data came from samples (swabs and fecal) collected from different segments of the digestive tract of donkeys and cows.	DIVERSE	91	mouse gut metagenome
PRJNA1119051	True	True	Camelus dromedarius	True	dromedary camel	True	dromedary camel	False		False	ENA + paper	Metagenomic shotgun sequencing of 55 dromedary camel gut microbiome samples from the Fathi Camel Microbiome Project.	UNIFORM	55	gut metagenome
PRJNA1119053	True	True	Mus musculus	False		False		False		False	ENA only	Sequenced samples came from hCom2, a defined in vitro gut microbial community, with supplementary in vivo validation in animals.	UNIFORM_WITH_GAPS	15	
PRJNA1121382	True	True	Mesocricetus auratus	True	hamster	True	hamster (model of COVID-19)	True	COVID-19	False	ENA + paper	[model of COVID-19] Shotgun metagenomics was performed on gut samples from young and aged hamsters infected with SARS-CoV-2 to model COVID-19 disease.	UNIFORM	30	gut metagenome
PRJNA1123238	True	True	Canis lupus familiaris	False		True	dog	False		False	ENA + paper	Sequenced samples came from urine collected from seven healthy dogs.	DIVERSE	58	canine metagenome; synthetic metagenome
PRJNA1123460	True	True	Homo sapiens	False		True	human	False		False	ENA + paper	Metagenomics and culturomics sequencing was performed on gut samples from patients with acute pancreatitis and healthy controls.	UNIFORM	24	human gut metagenome
PRJNA1123873	True	True	Enterococcus casseliflavus	True	Fall Armyworm (Spodoptera frugiperda) larvae	True	Fall Armyworm (Spodoptera frugiperda) larvae	False		False	ENA + paper	Metagenomic sequencing was performed on gut samples from Fall Armyworm larvae fed on different host plants (maize, sorghum, tomato, and pepper).	DIVERSE	15	Enterococcus casseliflavus; Enterococcus mundtii
PRJNA1124990	True	True	Apis mellifera	True	honey bee (Apis mellifera)	True	honey bee (Apis mellifera)	False		False	ENA + paper	Metagenomic sequencing samples came from gut microbiomes of honey bees collected near and far from crops across Canada.	UNIFORM	60	bee metagenome
PRJNA1125130	True	True	Equus caballus	True	Warmblood horses	True	Warmblood horses	False		False	ENA + paper	Rectal (faecal) samples were collected from 10 Warmblood horses before and after show jumping competition.	UNIFORM	20	Blautia; Fibrobacteria
PRJNA1127265	True	True	Rattus norvegicus	True	rat	True	rat (Wistar Kyoto strain)	True	chronic stress	False	ENA + paper	[model of chronic stress] Cecal content DNA from individually housed and pair-housed male and female rats was analyzed by shotgun metagenome sequencing.	UNIFORM	48	gut metagenome
PRJNA1130047	True	True	Mus musculus	True	mouse (C57BL/6)	True	mouse (C57BL/6)	False		False	ENA + paper	Metagenomic and 16S rRNA sequencing was performed on fecal samples from C57BL/6 mice that received oral administration of F. prausnitzii strain UT1.	UNIFORM	8	Mus musculus
PRJNA1134918	True	True	Bifidobacterium animalis	False		True	mouse (model of ionizing radiation-induced intestinal injury)	True	ionizing radiation-induced intestinal injury	False	ENA + paper	[model of ionizing radiation-induced intestinal injury] Fecal metagenomic samples were sequenced from mice treated with ionizing radiation under different feeding protocols.	DIVERSE	12	Bifidobacterium animalis; Bifidobacterium pseudolongum
PRJNA1135459	True	True	Mus musculus	True	SD rats	True	SD rats	False		False	ENA + paper	Metagenomic analysis was conducted on gut microbiota samples from SD rats gavaged with genetically modified yeast over a 90-day feeding experiment.	UNIFORM	18	mouse gut metagenome
PRJNA1135945	True	True	Homo sapiens	False		True	mouse (model of acute pancreatitis); human	True	acute pancreatitis	False	ENA + paper	[model of acute pancreatitis] Metagenomic sequencing was performed on germ-free and SPF murine models of acute pancreatitis, and on fecal samples from acute pancreatitis patients.	DIVERSE	157	Mus musculus; human gut metagenome
PRJNA1136229	False	True	Gallus gallus subsp Domesticus	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	24	chicken gut metagenome
PRJNA1137132	True	True	Mus musculus	True	mouse (model of Alzheimer's disease)	True	mouse (model of Alzheimer's disease)	True	Alzheimer's disease	False	ENA + paper	[model of Alzheimer's disease] Fecal samples from 3xTgAD and wild-type mice were collected and sequenced via shotgun metagenomics.	UNIFORM	36	gut metagenome
PRJNA1138893	True	True	Homo sapiens	False		True	human; mouse (model of colorectal cancer)	False		False	ENA + paper	Metagenomic sequencing came from fecal samples of CRC patients and healthy human controls; mouse model used for downstream mechanistic validation	UNIFORM	46	human gut metagenome
PRJNA1140353	True	True	Apis mellifera bacteriome	True	European honeybees (Apis mellifera L.)	True	Apis mellifera	False		False	ENA + paper	Sequenced samples came from gut microbiomes of adult worker honeybees collected from two sites in La Union, Philippines.	UNIFORM	16	bee metagenome
PRJNA1141391	True	True	Mus musculus	False		True	mouse (model of acute pancreatitis)	True	acute pancreatitis	False	ENA + paper	[model of acute pancreatitis] Metagenomic sequencing was performed on samples from three mouse models of acute pancreatitis constructed for this study.	UNIFORM	24	mouse metagenome
PRJNA1141435	True	True	Perca flavescens	True	yellow perch (Perca flavescens)	True	yellow perch (Perca flavescens)	False		False	ENA + paper	Sequenced samples came from gut content of wild yellow perch living in Minnesota lakes.	UNIFORM	62	fish gut metagenome
PRJNA1141889	True	True	Gallus gallus	True	chicken	True	chicken	False		False	ENA + paper	Metagenomic sequencing was performed on gut microbiota samples collected from chicken populations in different regions of Kazakhstan.	UNIFORM	10	metagenome
PRJNA1144187	True	False		True	wild snakes	True	wild snakes	False		False	paper only	Fecal metagenomic samples were collected from 73 wild snake individuals representing 23 species in China.	NO_HOST_DATA	0	snake metagenome
PRJNA1145617	True	True	Meleagris gallopavo	True	turkey	True	turkey	False		False	ENA + paper	Metagenomic sequencing was performed on caecal samples from 102 turkey flocks in Norwegian turkey production.	UNIFORM	104	gut metagenome
PRJNA1146968	True	True	Moschus berezovskii	True	three sympatric forest-dwelling ungulates	True	Moschus chrysogaster; Capricornis sumatraensis; Cervus albirostris	False		False	ENA + paper	Gut microbiome samples were sequenced from three wild ungulate species inhabiting the eastern Qinghai-Xizang Plateau.	DIVERSE	13	Bacillota; Bacteroides; Pseudomonadota
PRJNA1147314	False	True	Danio rerio	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	838	
PRJNA1148062	False	True	Porcine	False	N/A	False	N/A	False		False	ENA only	no linked paper -- deposit-only study	UNIFORM	6	pig gut metagenome
PRJNA1148150	True	True	Mus musculus	False		True	mouse	True	antibiotic resistance from western diet	False	ENA + paper	[model of antibiotic resistance from western diet] Metagenomic sequencing was performed on cecal microbiota samples from mice fed western diet versus standard diet.	UNIFORM	34	mouse metagenome
PRJNA1148165	True	True	Homo sapiens	False		True	human; mouse (model of colitis)	False		False	ENA + paper	Metagenomic samples came from IBD patients and healthy human subjects; mouse models were used only for downstream validation of discovered molecules.	UNIFORM	46	
PRJNA1151203	True	True	Semnopithecus schistaceus	True	Himalayan langurs (Semnopithecus schistaceus); Xizang macaques (Macaca mulatta vestita)	True	Himalayan langurs (Semnopithecus schistaceus); Xizang macaques (Macaca mulatta vestita)	False		False	ENA + paper	Gut microbiome samples were collected from wild Himalayan langurs and Xizang macaques across different geographic regions.	DIVERSE	30	feces metagenome
PRJNA1154995	True	False		True	wildlife	True	protected wild animals	False		False	paper only	Metagenomic samples were collected from 10 protected wild animals in the Wolong Nature Reserve using noninvasive sampling methods.	NO_HOST_DATA	0	feces metagenome
PRJNA1157353	True	True	Apis cerana	True	honeybee species	True	honeybee (worker bees from five honeybee species)	False		False	ENA + paper	Shotgun metagenomics was performed on 200 worker bees from five honeybee species.	DIVERSE	200	insect metagenome
PRJNA1157396	True	True	Mus musculus	True	mouse (model of male infertility)	True	mouse (model of male infertility)	True	male infertility	False	ENA + paper	[model of male infertility] Metagenomic sequencing was performed on fecal samples from Ggt1-deficient mice.	UNIFORM	24	feces metagenome
PRJNA1158959	True	True	Sus scrofa vittatus	True	wild boar	True	wild boar	False		False	ENA + paper	Faecal samples were collected from 89 wild boars across four countries and analysed using metagenomic sequencing.	UNIFORM	89	pig gut metagenome
PRJNA1161368	True	True	Bostaurus	True	dairy cattle	True	dairy cows	False		False	ENA + paper	Metagenomic and 16S rRNA sequencing was performed on rumen and fecal samples collected from 91 peripartum dairy cows across six longitudinal time points.	UNIFORM	60	gut metagenome
PRJNA1161616	True	False		False		False		False		False	unknown	Sequenced samples came from mesocosms (water + fecal spike-ins), not from a living host organism.	NO_HOST_DATA	0	freshwater metagenome
PRJNA1163371	True	True	Sus scrofa	False		False		False		False	ENA only	Sequenced samples came from an in vitro bioreactor system (SPIME), not from living animals.	UNIFORM	174	pig gut metagenome
