study_accession	n_samples	n_host_populated	pct_host_complete	n_distinct_hosts	distinct_host_list	sample_host_pattern	seq_type_mix	n_distinct_seq_types	has_genomic	n_genomic	host_pattern_confirmed	host_pattern_llm_note
PRJNA255875	16	16	1.0	1	Sus scrofa domesticus	UNIFORM	METAGENOMIC:16	1	False	0	UNIFORM	
PRJNA255936	15	15	1.0	1	Sus scrofa	UNIFORM	METAGENOMIC:15	1	False	0	UNIFORM	
PRJNA269993	1	1	1.0	1	Cow	UNIFORM	METAGENOMIC:1	1	False	0	UNIFORM	
PRJNA271123	1	0	0.0	0		NO_HOST_DATA	METAGENOMIC:1	1	False	0	NO_HOST_DATA	
PRJNA271618	48	48	1.0	1	Papio cynocephalus	UNIFORM	METAGENOMIC:48	1	False	0	UNIFORM	
PRJNA273761	60	60	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:60	1	False	0	UNIFORM	
PRJNA278393	38	38	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:38	1	False	0	UNIFORM	
PRJNA290380	785	785	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:785	1	False	0	UNIFORM	
PRJNA290684	39	0	0.0	0		NO_HOST_DATA	METAGENOMIC:39	1	False	0	NO_HOST_DATA	
PRJNA290729	92	92	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:92	1	False	0	UNIFORM	
PRJNA291299	4	4	1.0	1	Hen	UNIFORM	METAGENOMIC:4	1	False	0	UNIFORM	
PRJNA293625	4	4	1.0	1	globefish	UNIFORM	METAGENOMIC:4	1	False	0	UNIFORM	
PRJNA293646	13	13	1.0	3	Bos; Gallus gallus; Sus scrofa	DIVERSE	METAGENOMIC:13	1	False	0	DIVERSE	Three distinct species: cattle, chicken, and pig represent genuinely different animals.
PRJNA294605	11	1	0.091	1	Homo sapiens	UNIFORM_WITH_GAPS	METAGENOMIC:11	1	False	0	UNIFORM_WITH_GAPS	
PRJNA297579	31	31	1.0	1	Gymnogyps californianus	UNIFORM	METAGENOMIC:31	1	False	0	UNIFORM	
PRJNA298736	13	13	1.0	1	Gallus gallus	UNIFORM	METAGENOMIC:13	1	False	0	UNIFORM	
PRJNA301903	422	422	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:422	1	False	0	UNIFORM	
PRJNA311136	1	1	1.0	1	Pristis pectinata	UNIFORM	METAGENOMIC:1	1	False	0	UNIFORM	
PRJNA312048	6	6	1.0	1	Sus scrofa	UNIFORM	METAGENOMIC:6	1	False	0	UNIFORM	
PRJNA312222	4	4	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:4	1	False	0	UNIFORM	
PRJNA313232	14	14	1.0	2	Guinea pig; Homo sapiens	DIVERSE	METAGENOMIC:14	1	False	0	DIVERSE	Guinea pig (Cavia porcellus) and human (Homo sapiens) are two distinct species.
PRJNA316560	2	2	1.0	1	Anser indicus	UNIFORM	METAGENOMIC:2	1	False	0	UNIFORM	
PRJNA316570	2	2	1.0	1	Anser indicus	UNIFORM	METAGENOMIC:2	1	False	0	UNIFORM	
PRJNA321058	53	53	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:53	1	False	0	UNIFORM	
PRJNA327106	45	45	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:45	1	False	0	UNIFORM	
PRJNA338370	10	10	1.0	1	broiler chickens	UNIFORM	METAGENOMIC:10	1	False	0	UNIFORM	
PRJNA339914	28	28	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:24; METATRANSCRIPTOMIC:4	2	False	0	UNIFORM	
PRJNA340521	1	0	0.0	0		NO_HOST_DATA	METAGENOMIC:1	1	False	0	NO_HOST_DATA	
PRJNA340908	29	29	1.0	1	Gallus gallus	UNIFORM	METAGENOMIC:29	1	False	0	UNIFORM	
PRJNA347599	12	12	1.0	1	Gallus gallus	UNIFORM	METAGENOMIC:12	1	False	0	UNIFORM	
PRJNA352475	230	230	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:230	1	False	0	UNIFORM	
PRJNA354235	1307	1307	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:1307	1	False	0	UNIFORM	
PRJNA356225	150	150	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:150	1	False	0	UNIFORM	
PRJNA356809	77	77	1.0	14	Golden_Cat;Golden Cat; Himalayan_Goral;Himalayan Goral; Lynx lynx; Martes flavigula; Mustela sibirica; Otocolobus manul; Panda; Panthera pardus; Prionailurus bengalensis; Swinhoe; Viverricula indica; black_bear;black bear; tibetan_human;tibetan human; tibetan_pig;tibetan pig	DIVERSE	METAGENOMIC:77	1	False	0	DIVERSE	This is a genuine multi-host study containing 14 distinct animal species including multiple carnivores, a human, and a pig, representing real biological diversity.
PRJNA358755	207	207	1.0	3	Panda; black bear; red panda	DIVERSE	METAGENOMIC:207	1	False	0	DIVERSE	Three distinct carnivoran species from different genera, not variants of a single animal.
PRJNA361402	2	2	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:2	1	False	0	UNIFORM	
PRJNA371649	1	1	1.0	1	Sus scrofa	UNIFORM	METAGENOMIC:1	1	False	0	UNIFORM	
PRJNA373834	22	22	1.0	1	Sus scrofa	UNIFORM	METAGENOMIC:22	1	False	0	UNIFORM	
PRJNA374522	8	0	0.0	0		NO_HOST_DATA	METAGENOMIC:8	1	False	0	NO_HOST_DATA	
PRJNA375762	12	12	1.0	1	Gallus gallus	UNIFORM	METAGENOMIC:12	1	False	0	UNIFORM	
PRJNA376566	408	2	0.005	2	Homo sapiens; blank sample	DIVERSE_AND_SPARSE	METAGENOMIC:408	1	False	0	DIVERSE_AND_SPARSE	One sample is labeled as human (Homo sapiens) while the other has no host annotation, representing genuinely different or indeterminate host categorization.
PRJNA376580	39	0	0.0	0		NO_HOST_DATA	METAGENOMIC:39	1	False	0	NO_HOST_DATA	
PRJNA379709	8	8	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:4; METATRANSCRIPTOMIC:4	2	False	0	UNIFORM	
PRJNA381379	3	3	1.0	1	Strigops habroptila	UNIFORM	GENOMIC:2; METAGENOMIC:1	2	True	2	UNIFORM	
PRJNA383926	6	6	1.0	1	broiler	UNIFORM	METAGENOMIC:6	1	False	0	UNIFORM	
PRJNA384716	96	96	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:96	1	False	0	UNIFORM	
PRJNA385134	26	26	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:26	1	False	0	UNIFORM	
PRJNA385949	262	0	0.0	0		NO_HOST_DATA	METAGENOMIC:262	1	False	0	NO_HOST_DATA	
PRJNA389280	378	378	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:300; METATRANSCRIPTOMIC:78	2	False	0	UNIFORM	
PRJNA389470	113	113	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:113	1	False	0	UNIFORM	
PRJNA389749	8	8	1.0	1	Sus scrofa	UNIFORM	METAGENOMIC:8	1	False	0	UNIFORM	
PRJNA389927	181	181	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:181	1	False	0	UNIFORM	
PRJNA397041	18	18	1.0	1	Gallus gallus	UNIFORM	METAGENOMIC:18	1	False	0	UNIFORM	
PRJNA397112	110	110	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:110	1	False	0	UNIFORM	
PRJNA397886	52	52	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:52	1	False	0	UNIFORM	
PRJNA398089	2979	2979	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:2217; METATRANSCRIPTOMIC:762	2	False	0	UNIFORM	
PRJNA399458	1	1	1.0	1	Indri indri	UNIFORM	GENOMIC:1	1	True	1	UNIFORM	
PRJNA400072	220	220	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:220	1	False	0	UNIFORM	
PRJNA400119	8	8	1.0	1	Sus scrofa	UNIFORM	METAGENOMIC:8	1	False	0	UNIFORM	
PRJNA401977	145	0	0.0	0		NO_HOST_DATA	METAGENOMIC:145	1	False	0	NO_HOST_DATA	
PRJNA407583	14	0	0.0	0		NO_HOST_DATA	METAGENOMIC:14	1	False	0	NO_HOST_DATA	
PRJNA408020	130	130	1.0	1	avian	UNIFORM	GENOMIC:130	1	True	130	UNIFORM	
PRJNA415003	50	50	1.0	4	Desmodus rotundus; Macroderma gigas; Rhinolophus ferrumequinum; Rousettus aegyptiacus	DIVERSE	METAGENOMIC:50	1	False	0	DIVERSE	Four distinct bat species from different genera, representing genuine biological diversity.
PRJNA415307	9	9	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:6; METATRANSCRIPTOMIC:3	2	False	0	UNIFORM	
PRJNA416199	12	12	1.0	12	mudskipper1; mudskipper10; mudskipper11; mudskipper12; mudskipper2; mudskipper3; mudskipper4; mudskipper5; mudskipper6; mudskipper7; mudskipper8; mudskipper9	DIVERSE	METAGENOMIC:12	1	False	0	UNIFORM	All 12 labels refer to individual mudskippers (mudskipper1 through mudskipper12), which are different specimens of the same species, not different animal types.
PRJNA417359	495	495	1.0	1	Gallus gallus	UNIFORM	METAGENOMIC:495	1	False	0	UNIFORM	
PRJNA419985	16	16	1.0	1	Rat	UNIFORM	METAGENOMIC:16	1	False	0	UNIFORM	
PRJNA422434	370	0	0.0	0		NO_HOST_DATA	METAGENOMIC:370	1	False	0	NO_HOST_DATA	
PRJNA430956	8	8	1.0	2	Papio anubis; Papio kindae	DIVERSE	METAGENOMIC:8	1	False	0	DIVERSE	Two distinct Papio species: olive baboon and lesser baboon are genuinely different animals.
PRJNA431482	76	76	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:76	1	False	0	UNIFORM	
PRJNA433811	4	4	1.0	1	Salmo salar	UNIFORM	METAGENOMIC:4	1	False	0	UNIFORM	
PRJNA434147	5	5	1.0	1	Hypomesus transpacificus	UNIFORM	METAGENOMIC:5	1	False	0	UNIFORM	
PRJNA435487	10	10	1.0	1	Gallus gallus	UNIFORM	METAGENOMIC:10	1	False	0	UNIFORM	
PRJNA436633	40	40	1.0	1	Rhinopithecus roxellana	UNIFORM	METAGENOMIC:40	1	False	0	UNIFORM	
PRJNA447857	14	3	0.214	2	Fish; Hemichromis guttatus Fish	DIVERSE_AND_SPARSE	METAGENOMIC:14	1	False	0	UNIFORM_WITH_GAPS	'Fish' is a general category that contains the specific species Hemichromis guttatus; this represents inconsistent labelling precision for one fish species.
PRJNA453374	28	28	1.0	1	Bos taurus	UNIFORM	METAGENOMIC:28	1	False	0	UNIFORM	
PRJNA471402	39	39	1.0	1	Sus scrofa domesticus	UNIFORM	METAGENOMIC:39	1	False	0	UNIFORM	
PRJNA473126	402	402	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:402	1	False	0	UNIFORM	
PRJNA473429	48	48	1.0	1	Mus	UNIFORM	METAGENOMIC:48	1	False	0	UNIFORM	
PRJNA475246	286	286	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:286	1	False	0	UNIFORM	
PRJNA475948	2	2	1.0	2	Cortaritermes fulviceps; Nasutitermes aquilinus	DIVERSE	METAGENOMIC:2	1	False	0	DIVERSE	Two distinct termite species from different genera, representing genuinely different animals.
PRJNA478457	49	49	1.0	1	mouse	UNIFORM	GENOMIC:49	1	True	49	UNIFORM	
PRJNA479518	80	80	1.0	1	vulture	UNIFORM	METAGENOMIC:80	1	False	0	UNIFORM	
PRJNA482836	29	29	1.0	1	Piaractus mesopotamicus	UNIFORM	METAGENOMIC:29	1	False	0	UNIFORM	
PRJNA486795	44	44	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:44	1	False	0	UNIFORM	
PRJNA488302	130	130	1.0	1	Sus scrofa	UNIFORM	METAGENOMIC:130	1	False	0	UNIFORM	
PRJNA489090	429	429	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:429	1	False	0	UNIFORM	
PRJNA491335	208	208	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:208	1	False	0	UNIFORM	
PRJNA491522	44	44	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:44	1	False	0	UNIFORM	
PRJNA492361	1	1	1.0	1	Pristis pectinata	UNIFORM	METAGENOMIC:1	1	False	0	UNIFORM	
PRJNA493817	2	0	0.0	0		NO_HOST_DATA	METAGENOMIC:2	1	False	0	NO_HOST_DATA	
PRJNA494387	3	3	1.0	3	Bos javanicus; Callimico goeldii; Cebuella pygmaea	DIVERSE	METAGENOMIC:3	1	False	0	DIVERSE	Three distinct primate and ungulate species from different families.
PRJNA494824	71	71	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:71	1	False	0	UNIFORM	
PRJNA494875	67	67	1.0	1	Sus scrofa	UNIFORM	METAGENOMIC:67	1	False	0	UNIFORM	
PRJNA496479	40	40	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:40	1	False	0	UNIFORM	
PRJNA506751	1	0	0.0	0		NO_HOST_DATA	METAGENOMIC:1	1	False	0	NO_HOST_DATA	
PRJNA509211	28	28	1.0	5	Cryptotermes domesticus; Cryptotermes secundus; Prorhinotermes simplex; Reticulitermes flavipes; Reticulitermes grassei	DIVERSE	METAGENOMIC:28	1	False	0	DIVERSE	Five distinct termite species from different genera (Cryptotermes, Prorhinotermes, Reticulitermes) represent genuinely different animals.
PRJNA515074	24	24	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:24	1	False	0	UNIFORM	
PRJNA518164	4	4	1.0	1	Apostichopus japonicus	UNIFORM	METAGENOMIC:4	1	False	0	UNIFORM	
PRJNA524980	9	9	1.0	1	Sus scrofa	UNIFORM	METAGENOMIC:9	1	False	0	UNIFORM	
PRJNA526405	921	877	0.952	2	Porcine; Sus scrofa	DIVERSE	METAGENOMIC:921	1	False	0	UNIFORM	Porcine is the common name (general) and Sus scrofa is the Latin species name (specific) for pig, representing the same animal.
PRJNA527177	5	5	1.0	2	Human intestine; Sediment	DIVERSE	METAGENOMIC:5	1	False	0	DIVERSE	Human intestine and sediment represent genuinely different sample sources: one is a human host and the other is an environmental (non-host) sample.
PRJNA528960	133	133	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:105; METATRANSCRIPTOMIC:28	2	False	0	UNIFORM	
PRJNA529943	9	9	1.0	9	yak02; yak03; yak07; yak19; yak20; yak22; yak34; yak35; yak38	DIVERSE	METAGENOMIC:9	1	False	0	DIVERSE	Nine distinct individual yak specimens identified by unique numeric identifiers, representing genuinely different animals in a multi-host study.
PRJNA531273	30	30	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:30	1	False	0	UNIFORM	
PRJNA532626	25	25	1.0	1	Diceros bicornis	UNIFORM	METAGENOMIC:25	1	False	0	UNIFORM	
PRJNA541820	8	8	1.0	1	C57BL/6	UNIFORM	METAGENOMIC:8	1	False	0	UNIFORM	
PRJNA542645	1	1	1.0	1	Mus musculus	UNIFORM	GENOMIC:1	1	True	1	UNIFORM	
PRJNA542998	201	201	1.0	1	mice	UNIFORM	METAGENOMIC:201	1	False	0	UNIFORM	
PRJNA543206	50	50	1.0	1	Gallus gallus	UNIFORM	METAGENOMIC:50	1	False	0	UNIFORM	
PRJNA543906	27	27	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:27	1	False	0	UNIFORM	
PRJNA544874	129	129	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:129	1	False	0	UNIFORM	
PRJNA549182	48	48	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:48	1	False	0	UNIFORM	
PRJNA552411	2	2	1.0	1	Gallus gallus	UNIFORM	METAGENOMIC:2	1	False	0	UNIFORM	
PRJNA553191	62	62	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:62	1	False	0	UNIFORM	
PRJNA555120	12	12	1.0	1	Macaca mulatta	UNIFORM	METAGENOMIC:12	1	False	0	UNIFORM	
PRJNA559386	2	2	1.0	1	Mus musculus	UNIFORM	GENOMIC:2	1	True	2	UNIFORM	
PRJNA559605	21	21	1.0	3	Indian leopard; Panthera leo; Panthera tigris tigris	DIVERSE	METAGENOMIC:21	1	False	0	DIVERSE	Three distinct Panthera species with different ecological roles and geographic distributions.
PRJNA560329	589	589	1.0	8	Cornitermes sp.; Embiratermes neotenicus; Isognathotermes ugandensis; Labiotermes labralis; Microcerotermes parvus; Nasutitermes corniger; Neocapritermes taracua; Termes hospes	DIVERSE	METAGENOMIC:589	1	False	0	DIVERSE	Eight distinct termite species from different genera representing a genuine multi-host termite microbiome study.
PRJNA562600	148	148	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:148	1	False	0	UNIFORM	
PRJNA563204	192	192	1.0	1	rat	UNIFORM	METAGENOMIC:192	1	False	0	UNIFORM	
PRJNA564888	13	13	1.0	4	Callosciurus notatus; Rattus tanezumi; Sundamys annandalei; Tupaia glis	DIVERSE	METAGENOMIC:13	1	False	0	DIVERSE	Four distinct mammal species from different genera and families, representing genuine biological diversity.
PRJNA574033	2	2	1.0	2	Hexaprotodon liberiensis; Homo sapiens	DIVERSE	METAGENOMIC:2	1	False	0	DIVERSE	Pygmy hippopotamus and human are two distinct species; not general-vs-specific variants.
PRJNA574851	10	10	1.0	1	Macaca mulatta	UNIFORM	METAGENOMIC:10	1	False	0	UNIFORM	
PRJNA575543	18	18	1.0	1	Sus scrofa	UNIFORM	METAGENOMIC:18	1	False	0	UNIFORM	
PRJNA589661	9	6	0.667	5	Local ruminants: sheep; Local ruminants: yak; Migratory birds: bar-headed geese; Migratory birds: great black-headed gulls; Migratory birds: great cormorants	DIVERSE_AND_SPARSE	METAGENOMIC:9	1	False	0	DIVERSE_AND_SPARSE	Five genuinely different animal species: two ruminant mammals (Ovis aries, Bos grunniens) and three distinct bird species from different families.
PRJNA590585	12	12	1.0	12	plateau pika01; plateau pika02; plateau pika03; plateau pika04; plateau pika05; plateau pika06; yak01; yak02; yak03; yak04; yak05; yak06	DIVERSE	METAGENOMIC:12	1	False	0	DIVERSE	Plateau pika (Ochotona curzoniae) and yak (Bos grunniens) are two genuinely different animal species.
PRJNA590977	5	5	1.0	1	Equus ferus caballus	UNIFORM	METAGENOMIC:5	1	False	0	UNIFORM	
PRJNA593263	30	0	0.0	0		NO_HOST_DATA	METAGENOMIC:30	1	False	0	NO_HOST_DATA	
PRJNA594263	18	15	0.833	1	Rattus norvegicus	UNIFORM	METAGENOMIC:18	1	False	0	UNIFORM	
PRJNA595610	1	0	0.0	0		NO_HOST_DATA	METAGENOMIC:1	1	False	0	NO_HOST_DATA	
PRJNA597688	2	2	1.0	1	Siganus canaliculatus	UNIFORM	METAGENOMIC:2	1	False	0	UNIFORM	
PRJNA598094	40	40	1.0	2	Apis cerana japonica; Apis mellifera	DIVERSE	METAGENOMIC:40	1	False	0	DIVERSE	Two distinct Apis species: japonica is a subspecies of Apis cerana, while mellifera is a separate species.
PRJNA598414	24	0	0.0	0		NO_HOST_DATA	METAGENOMIC:24	1	False	0	NO_HOST_DATA	
PRJNA599288	12	0	0.0	0		NO_HOST_DATA	METAGENOMIC:12	1	False	0	NO_HOST_DATA	
PRJNA599289	40	0	0.0	0		NO_HOST_DATA	METAGENOMIC:40	1	False	0	NO_HOST_DATA	
PRJNA601052	130	130	1.0	1	Leghorn chicken	UNIFORM	METAGENOMIC:130	1	False	0	UNIFORM	
PRJNA601162	62	62	1.0	1	Sus scrofa domesticus	UNIFORM	METAGENOMIC:62	1	False	0	UNIFORM	
PRJNA601807	10	10	1.0	1	Microhyla fissipes	UNIFORM	METAGENOMIC:10	1	False	0	UNIFORM	
PRJNA605640	12	12	1.0	1	Mouse	UNIFORM	GENOMIC:12	1	True	12	UNIFORM	
PRJNA609596	74	74	1.0	1	Rattus norvegicus	UNIFORM	METAGENOMIC:74	1	False	0	UNIFORM	
PRJNA612780	26	26	1.0	2	Gallus gallus domesticus; Homo sapiens	DIVERSE	METAGENOMIC:26	1	False	0	DIVERSE	Chicken and human are two distinct species with no taxonomic containment relationship.
PRJNA613182	90	90	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:90	1	False	0	UNIFORM	
PRJNA613834	76	76	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:76	1	False	0	UNIFORM	
PRJNA616396	15	15	1.0	1	gut	UNIFORM	METAGENOMIC:15	1	False	0	UNIFORM	
PRJNA622417	4	4	1.0	1	rat	UNIFORM	METAGENOMIC:4	1	False	0	UNIFORM	
PRJNA624223	73	73	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:73	1	False	0	UNIFORM	
PRJNA624740	5	5	1.0	1	Bos grunniens	UNIFORM	METAGENOMIC:5	1	False	0	UNIFORM	
PRJNA626062	54	54	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:54	1	False	0	UNIFORM	
PRJNA627251	16	16	1.0	1	Bos taurus	UNIFORM	METAGENOMIC:16	1	False	0	UNIFORM	
PRJNA628114	42	42	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:42	1	False	0	UNIFORM	
PRJNA630144	12	12	1.0	1	Martes zibellina	UNIFORM	METAGENOMIC:12	1	False	0	UNIFORM	
PRJNA630862	20	20	1.0	1	Sus scrofa	UNIFORM	METAGENOMIC:20	1	False	0	UNIFORM	
PRJNA631724	53	0	0.0	0		NO_HOST_DATA	METAGENOMIC:53	1	False	0	NO_HOST_DATA	
PRJNA631951	24	24	1.0	1	Bos	UNIFORM	METAGENOMIC:24	1	False	0	UNIFORM	
PRJNA635116	51	51	1.0	51	Gorilla1; Gorilla10; Gorilla11; Gorilla12; Gorilla13; Gorilla14; Gorilla15; Gorilla16; Gorilla17; Gorilla18; Gorilla19; Gorilla2; Gorilla20; Gorilla21; Gorilla22; Gorilla23; Gorilla3; Gorilla4; Gorilla5; Gorilla6; Gorilla7; Gorilla8; Gorilla9; Human1; Human10; Human11; Human12; Human13; Human14; Human15; Human16; Human17; Human18; Human19; Human2; Human20; Human21; Human22; Human23; Human24; Human25; Human26; Human27; Human28; Human3; Human4; Human5; Human6; Human7; Human8; Human9	DIVERSE	METAGENOMIC:51	1	False	0	DIVERSE	Gorilla and Human are two genuinely different species; the numbered suffixes (Gorilla1-23, Human1-28) represent individual animals within each species.
PRJNA635664	1	1	1.0	1	Labiotermes labralis	UNIFORM	METAGENOMIC:1	1	False	0	UNIFORM	
PRJNA63661	1569	188	0.12	1	Homo sapiens	UNIFORM_WITH_GAPS	METAGENOMIC:1569	1	False	0	UNIFORM_WITH_GAPS	
PRJNA637365	118	118	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:118	1	False	0	UNIFORM	
PRJNA640717	10	10	1.0	10	not applicable-XM19C1; not applicable-XM19E1; not applicable-XM19F1; not applicable-XM19F2; not applicable-XM19F7; not applicable-XM19M1; not applicable-XM19M2; not applicable-XM19M3; not applicable-XM19M4; not applicable-XM19W1	DIVERSE	METAGENOMIC:10	1	False	0	UNIFORM	All labels are identical except for sample identifiers (XM19C1, XM19E1, etc.), which are technical replicates or sample codes, not different animals.
PRJNA641245	24	24	1.0	9	breed1; breed2; breed3; breed4; breed5; breed6; breed7; breed8; breed9	DIVERSE	GENOMIC:24	1	True	24	UNIFORM	All nine labels are breed designations of the same species: domestic dog.
PRJNA641765	1	1	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:1	1	False	0	UNIFORM	
PRJNA643301	63	63	1.0	1	Sus scrofa domesticus	UNIFORM	METAGENOMIC:63	1	False	0	UNIFORM	
PRJNA645015	125	125	1.0	1	Apis mellifera	UNIFORM	METAGENOMIC:125	1	False	0	UNIFORM	
PRJNA645191	90	90	1.0	1	Sus scrofa domesticus	UNIFORM	METAGENOMIC:90	1	False	0	UNIFORM	
PRJNA646934	14	14	1.0	14	pig B6; pig C6; pig P6; pig PA2; pig PA4; pig PA5; pig PE; pig PI2; pig PI3; pig PI5; pig PL1; pig PL3; pig PL5; pig S6	DIVERSE	METAGENOMIC:14	1	False	0	UNIFORM	All labels refer to different individual pigs or pig samples from the same study, with alphanumeric identifiers (B6, C6, P6, PA2, etc.) distinguishing sample replicates or individuals, not species diversity.
PRJNA647157	11	11	1.0	1	tibetan pig	UNIFORM	METAGENOMIC:11	1	False	0	UNIFORM	
PRJNA650228	18	10	0.556	2	Homo sapiens; multiple	DIVERSE_AND_SPARSE	METAGENOMIC:18	1	False	0	DIVERSE_AND_SPARSE	Homo sapiens is a specific named species, while 'multiple' is an unspecified general term that does not contain humans and represents genuinely different animal(s).
PRJNA655594	10	10	1.0	1	C57BL/6J	UNIFORM	METAGENOMIC:10	1	False	0	UNIFORM	
PRJNA656000	6	6	1.0	6	Pig P1; Pig P2; Pig P3; Pig P4; Pig P5; Pig P6	DIVERSE	METAGENOMIC:6	1	False	0	UNIFORM	All labels are individual identifiers (P1-P6) for the same species; pigs are tracked by individual ID, not representing genuinely different animal types.
PRJNA656141	1	1	1.0	1	Atelerix albiventris	UNIFORM	OTHER:1	1	False	0	UNIFORM	
PRJNA656314	15	15	1.0	1	Danio rerio	UNIFORM	METAGENOMIC:15	1	False	0	UNIFORM	
PRJNA656389	695	695	1.0	1	Bubalus bubalis	UNIFORM	METAGENOMIC:695	1	False	0	UNIFORM	
PRJNA657304	21	19	0.905	9	Canis lupus familiaris; Canis lupus familiaris - AM high protein; Canis lupus familiaris - AM low protein; Canis lupus familiaris - BR high protein; Canis lupus familiaris - BR low protein; Canis lupus familiaris - HO high protein; Canis lupus familiaris - HO low protein; Canis lupus familiaris - SH high protein; Canis lupus familiaris - SH low protein	DIVERSE	METAGENOMIC:21	1	False	0	UNIFORM	All labels refer to domestic dogs with different diet treatments (protein levels) and breed/group codes (AM, BR, HO, SH), not different animal species.
PRJNA658643	9	9	1.0	1	Gallus gallus	UNIFORM	METAGENOMIC:9	1	False	0	UNIFORM	
PRJNA660443	70	70	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:70	1	False	0	UNIFORM	
PRJNA660549	12	0	0.0	0		NO_HOST_DATA	METAGENOMIC:12	1	False	0	NO_HOST_DATA	
PRJNA661076	2	2	1.0	1	Bos taurus	UNIFORM	METAGENOMIC:2	1	False	0	UNIFORM	
PRJNA662107	522	522	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:522	1	False	0	UNIFORM	
PRJNA663646	20	20	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:20	1	False	0	UNIFORM	
PRJNA663847	12	12	1.0	1	Sprague Dawley rat	UNIFORM	METAGENOMIC:12	1	False	0	UNIFORM	
PRJNA665253	191	191	1.0	1	Sus scrofa	UNIFORM	METAGENOMIC:191	1	False	0	UNIFORM	
PRJNA666163	40	40	1.0	1	Gallus gallus	UNIFORM	METAGENOMIC:40	1	False	0	UNIFORM	
PRJNA667194	1	0	0.0	0		NO_HOST_DATA	METAGENOMIC:1	1	False	0	NO_HOST_DATA	
PRJNA667247	36	36	1.0	1	Bos taurus	UNIFORM	METAGENOMIC:36	1	False	0	UNIFORM	
PRJNA669162	47	47	1.0	1	Rattus norvegicus	UNIFORM	METAGENOMIC:47	1	False	0	UNIFORM	
PRJNA671703	229	0	0.0	0		NO_HOST_DATA	METAGENOMIC:229	1	False	0	NO_HOST_DATA	
PRJNA671745	44	0	0.0	0		NO_HOST_DATA	METAGENOMIC:44	1	False	0	NO_HOST_DATA	
PRJNA672868	5	5	1.0	1	Sus scrofa	UNIFORM	METAGENOMIC:5	1	False	0	UNIFORM	
PRJNA673878	5	5	1.0	1	Gallus gallus	UNIFORM	METAGENOMIC:5	1	False	0	UNIFORM	
PRJNA673918	71	45	0.634	1	Homo sapiens	UNIFORM_WITH_GAPS	METAGENOMIC:71	1	False	0	UNIFORM_WITH_GAPS	
PRJNA678871	152	152	1.0	3	Gallus gallus; Homo sapiens; Soil	DIVERSE	METAGENOMIC:152	1	False	0	DIVERSE	Study contains chicken, human, and soil samples representing genuinely different organisms/substrates.
